profile_text,career_label,source,label_encoded,text_stripped,profile_text_clean
Engineering graduate in Commerce and Management with CGPA 8.3 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Product Management and Strategy roles.,PRODUCT_MANAGER,placement,7,Engineering graduate in Commerce and Management with CGPA 8.3 out of 10. Specialised in Marketing and Human Resources. No prior work experience. Targeting Product Management and Strategy roles,Engineering student with experience in product management. CGPA 8.3.
"Engineering professional skilled in google cloud, restful api, javascript, serverless, firebase, restful, react, php. Targeting a role in Frontend and UI Development. Focus area: Senior Javascript Developer.",SWE_FRONTEND,postings,9,"Engineering professional skilled in google cloud, restful api, javascript, serverless, firebase, restful, react, php","Engineering student with skills in javascript, firebase, react, php."
"Engineering professional skilled in product management, project management, azure. Targeting a role in Product Management and Strategy. Focus area: Microsoft Consulting Part-Time Project Manager--Remote.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, project management, azure","Engineering student with skills in product management, project management, azure."
"Engineering student in ISE with CGPA 8.2 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Statistics, Tableau, Data Visualisation. Has completed 2 projects and 2 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers mid-size product startup work environment.",DATA_ANALYST,synthetic_college,2,"Engineering student in ISE with CGPA 8.2 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Statistics, Tableau, Data Visualisation. Has completed 2 projects and 2 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers mid-size product startup work environment","Engineering student with skills in data analysis, statistics, tableau, excel, sql. CGPA 8.2."
"Engineering professional skilled in typescript, react, node, aws. Targeting a role in Backend and Server-side Development. Focus area: Senior Software Engineer Full Stack Typescript Node React Aws.",SWE_BACKEND,postings,8,"Engineering professional skilled in typescript, react, node, aws","Engineering student with skills in typescript, react, aws."
"Engineering professional skilled in snowflake, reporting, python, kafka, etl, sql, aws. Targeting a role in Data Engineering and Pipelines. Focus area: Sr Data Engineer With Kafka.",DATA_ENGINEER,postings,3,"Engineering professional skilled in snowflake, reporting, python, kafka, etl, sql, aws","Engineering student with skills in snowflake, python, kafka, sql, aws."
"Engineering professional skilled in information security, cybersecurity, ci/cd, aws. Targeting a role in Cybersecurity and Information Security. Focus area: Application Security Engineer.",CYBERSECURITY,postings,1,"Engineering professional skilled in information security, cybersecurity, ci/cd, aws","Engineering student with skills in information security, cybersecurity, ci/cd, aws."
"Engineering professional skilled in data analytics, iot. Targeting a role in Data Analytics and Business Intelligence. Focus area: Senior Data Analyst - Ecommerce Marketing.",DATA_ANALYST,postings,2,"Engineering professional skilled in data analytics, iot","Engineering student. Engineering professional skilled in data analytics, iot"
"Engineering professional skilled in spring boot, c language, node.js, golang, spring, azure, node, aws. Targeting a role in Backend and Server-side Development. Focus area: Sr Golang Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in spring boot, c language, node.js, golang, spring, azure, node, aws","Engineering student with skills in spring boot, node.js, golang, spring, azure, aws."
Engineering graduate in Science and Technology with CGPA 8.4 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles.,DATA_ANALYST,placement,2,Engineering graduate in Science and Technology with CGPA 8.4 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles,Engineering student. Engineering graduate in Science and Technology with CGPA 8.4 out of 10. Specialised in Marketing and Finance. No prior work experience. Targeting Data Analytics and Business Intelligence roles CGPA 8.4.
"Engineering professional skilled in containerization, kubernetes, terraform, postgres, ansible, python, oracle, docker. Targeting a role in Data Engineering and Pipelines. Focus area: Cloud Dba Postgres With Terraform.",DATA_ENGINEER,postings,3,"Engineering professional skilled in containerization, kubernetes, terraform, postgres, ansible, python, oracle, docker","Engineering student with skills in kubernetes, terraform, ansible, python, oracle, docker."
"Engineering professional skilled in data science, snowflake, devops, excel, go. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Data Cloud Architect Data Science.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in data science, snowflake, devops, excel, go","Engineering student with skills in data science, snowflake, devops, excel, go."
"Engineering professional skilled in serverless, terraform, nodejs. Targeting a role in Backend and Server-side Development. Focus area: Cloud Software Developer.",SWE_BACKEND,postings,8,"Engineering professional skilled in serverless, terraform, nodejs","Engineering student with skills in terraform, nodejs."
"Engineering professional skilled in product management, oracle, devops, azure, scrum. Targeting a role in Product Management and Strategy. Focus area: Senior Scrum Master Oracle Hcm.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, oracle, devops, azure, scrum","Engineering student with skills in product management, oracle, devops, azure, scrum."
"Engineering professional skilled in devops, java. Targeting a role in DevOps and Cloud Infrastructure. Focus area: Sre Architect.",DEVOPS_CLOUD,postings,4,"Engineering professional skilled in devops, java","Engineering student with skills in devops, java."
"Engineering professional skilled in spring boot, typescript, angular, spring, react, ci/cd, java. Targeting a role in Full Stack Web Development. Focus area: Java Fullstack Developer Fully Remote.",FULLSTACK_DEV,postings,6,"Engineering professional skilled in spring boot, typescript, angular, spring, react, ci/cd, java","Engineering student with skills in spring boot, typescript, angular, spring, react, ci/cd, java."
"Engineering student in CSD with CGPA 5.8 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Python, Tableau, Pandas. Has completed 4 projects and 1 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers large product company (faang / top tech) work environment.",DATA_ANALYST,synthetic_college,2,"Engineering student in CSD with CGPA 5.8 out of 10. Skilled in SQL, Excel (advanced), Data Analysis, Python, Tableau, Pandas. Has completed 4 projects and 1 internship(s). Targeting Data Analytics and Business Intelligence roles. Prefers large product company (faang / top tech) work environment","Engineering student with skills in data analysis, tableau, python, pandas, excel, sql. CGPA 5.8."
"Engineering professional skilled in product management, project management, github, devops, agile. Targeting a role in Product Management and Strategy. Focus area: It Delivery Manager - Only W2.",PRODUCT_MANAGER,postings,7,"Engineering professional skilled in product management, project management, github, devops, agile","Engineering student with skills in product management, project management, github, devops, agile."
"Engineering professional skilled in agile methodology, oracle, agile. Targeting a role in Data Engineering and Pipelines. Focus area: Oracle Application Dba.",DATA_ENGINEER,postings,3,"Engineering professional skilled in agile methodology, oracle, agile","Engineering student with skills in oracle, agile."
"Engineering professional skilled in postgresql, postgres, aws. Targeting a role in Data Engineering and Pipelines. Focus area: Postgres Database Administrator/3K Sign On Bonus - Secret Cleara With Security Clearance.",DATA_ENGINEER,postings,3,"Engineering professional skilled in postgresql, postgres, aws","Engineering student with skills in postgresql, aws."
"Engineering student in AIDS with CGPA 7.5 out of 10. Skilled in Python, SQL, Data Engineering, Pandas, PostgreSQL, AWS. Has completed 2 projects and 1 internship(s). Targeting Data Engineering and Pipelines roles. Prefers early-stage startup (high risk, high ownership) work environment.",DATA_ENGINEER,synthetic_college,3,"Engineering student in AIDS with CGPA 7.5 out of 10. Skilled in Python, SQL, Data Engineering, Pandas, PostgreSQL, AWS. Has completed 2 projects and 1 internship(s). Targeting Data Engineering and Pipelines roles. Prefers early-stage startup (high risk, high ownership) work environment","Engineering student with skills in postgresql, python, pandas, sql, aws. CGPA 7.5."
